"dvr","ind","sp","tx"
9.37606798967299,2,"2",0
9.35286468521245,2,"2",0
9.50007666303454,2,"2",0
9.23771743748075,2,"2",0
9.4358737808315,2,"2",0
9.38557006426258,2,"2",0
9.2704823684713,2,"2",0
9.35866378246544,2,"2",0
9.26327810223315,2,"2",0
9.18223937882781,2,"2",0
9.3256005468509,2,"2",0
11.6024519467875,2,"1",1
11.4794820628618,2,"1",1
11.6125299246319,2,"1",1
11.608024060365,2,"1",1
11.3856896790055,2,"1",1
11.3963624730971,2,"1",1
11.6808610475924,2,"1",1
11.5048612152012,2,"1",1
11.4514048295467,2,"1",1
11.555919869014,2,"1",1
11.4855933062146,2,"1",1
11.4669466579959,2,"1",1
11.4809914681847,2,"1",1
11.6087841870612,2,"1",1
11.6856028693763,2,"1",1
11.5719374802715,2,"1",1
11.4859682318961,2,"1",1
11.467971125359,2,"1",1
11.3478545097925,2,"1",1
11.4851368997404,2,"1",1
11.540262504436,2,"1",1
11.7039122177905,2,"1",1
11.6607434966365,2,"2",1
11.8493673627273,2,"2",1
11.7234304596383,2,"2",1
12.0158597568041,2,"2",1
11.7941986417556,2,"2",1
11.917327074511,2,"2",1
11.7633891237681,2,"2",1
11.9331817095832,2,"2",1
11.7761477343355,2,"2",1
11.7140019298531,2,"2",1
11.7171682226887,2,"2",1
11.678730649303,2,"2",1
11.7678118853012,2,"2",1
11.8755533011226,2,"2",1
12.0453605351398,2,"2",1
11.84651601419,2,"2",1
11.883854502718,2,"2",1
11.9426665942881,2,"2",1
11.8418953509752,2,"2",1
11.8291950331012,2,"2",1
12.0586164753909,2,"2",1
11.7970127857678,2,"2",1
9.91546231995923,3,"1",0
9.938617046361,3,"1",0
9.99469447443191,3,"1",0
9.90596300253734,3,"1",0
10.0814001151127,3,"1",0
9.92403574474412,3,"1",0
9.91415769507145,3,"1",0
9.87855641217398,3,"1",0
9.89892253966743,3,"1",0
9.79671237150596,3,"1",0
10.0083482708074,3,"1",0
9.94381499147247,3,"1",0
9.94803354537654,3,"1",0
9.94326359907549,3,"1",0
10.1409498638114,3,"1",0
9.99738256818015,3,"1",0
9.91087799947715,3,"1",0
10.107204681704,3,"1",0
10.0383962192294,3,"1",0
10.1281519190067,3,"1",0
10.1686051222576,3,"1",0
10.0361254240236,3,"1",0
10.1801103770051,3,"2",0
10.0640080250077,3,"2",0
10.1924788244729,3,"2",0
9.96185780251732,3,"2",0
10.2170580038566,3,"2",0
10.1503828314078,3,"2",0
10.3216640210361,3,"2",0
10.3278058385156,3,"2",0
10.0550722689376,3,"2",0
10.2040275638419,3,"2",0
10.3159661708222,3,"2",0
10.0944731959146,3,"2",0
10.0793634453873,3,"2",0
10.1648649567783,3,"2",0
10.1155683387328,3,"2",0
10.0742643619669,3,"2",0
10.1899889574149,3,"2",0
10.0432899469632,3,"2",0
10.1095121656278,3,"2",0
10.0286572462819,3,"2",0
10.0302611508619,3,"2",0
10.1561428543354,3,"2",0
12.3198227015662,3,"1",1
12.3457125940699,3,"1",1
12.4869734256685,3,"1",1
12.3453521463771,3,"1",1
12.351412940166,3,"1",1
12.303262479161,3,"1",1
12.4351518392327,3,"1",1
12.3576856421387,3,"1",1
12.3793004811538,3,"1",1
12.4317925073494,3,"1",1
12.2589590594307,3,"1",1
12.6091467545746,3,"1",1
12.2976729800472,3,"1",1
12.4065563601371,3,"1",1
12.4308612731057,3,"1",1
12.3270316227172,3,"1",1
12.3731788025598,3,"1",1
12.1783817076668,3,"1",1
12.3917685889213,3,"1",1
12.0959138962195,3,"1",1
12.4374061599397,3,"1",1
12.2756833352456,3,"1",1
12.4569719079823,3,"2",1
12.593389866211,3,"2",1
12.3494372461171,3,"2",1
12.4050391233165,3,"2",1
12.4450268013916,3,"2",1
12.3747783301134,3,"2",1
12.506727239405,3,"2",1
12.3164312392564,3,"2",1
12.5410609482411,3,"2",1
12.6201327167221,3,"2",1
12.5094322772785,3,"2",1
12.4064572520764,3,"2",1
12.5586823414777,3,"2",1
12.5060695453357,3,"2",1
12.4230375939738,3,"2",1
12.4872345764312,3,"2",1
12.4993084871449,3,"2",1
12.4466759177925,3,"2",1
12.5346252509983,3,"2",1
12.335093182917,3,"2",1
12.602950110297,3,"2",1
12.5453319666813,3,"2",1
11.0573621761547,4,"1",0
11.0398876748808,4,"1",0
10.9589232729648,4,"1",0
10.9182282251168,4,"1",0
10.9725756578939,4,"1",0
10.9753117482118,4,"1",0
10.989561394501,4,"1",0
10.9129963695583,4,"1",0
11.1530274092743,4,"1",0
10.8018117036123,4,"1",0
11.0720519209543,4,"1",0
11.0263616433511,4,"1",0
11.0049722450814,4,"1",0
11.1889468072226,4,"1",0
11.0739467979417,4,"1",0
10.9350986717596,4,"1",0
10.9284816270578,4,"1",0
11.0502053186935,4,"1",0
10.7843885397747,4,"1",0
10.9476703236749,4,"1",0
10.9621531925649,4,"1",0
10.9920866333746,4,"1",0
11.1951631520249,4,"2",0
11.1553409070255,4,"2",0
11.3403821374466,4,"2",0
11.1880142124972,4,"2",0
11.2531365573657,4,"2",0
11.2208042149269,4,"2",0
11.1015644788656,4,"2",0
11.4650852735879,4,"2",0
11.1030495067589,4,"2",0
11.1651701841156,4,"2",0
11.2446068676643,4,"2",0
11.1855461077278,4,"2",0
11.2553656067263,4,"2",0
11.1879468510445,4,"2",0
11.2748739762907,4,"2",0
11.1357447259938,4,"2",0
11.1598425745318,4,"2",0
11.2809904975581,4,"2",0
11.2913036303149,4,"2",0
11.1676997407856,4,"2",0
11.2252199652539,4,"2",0
11.3222607873216,4,"2",0
13.2763776186318,4,"1",1
13.495930392784,4,"1",1
13.3982107137022,4,"1",1
13.2505474388752,4,"1",1
13.1577570396416,4,"1",1
13.3964613722684,4,"1",1
13.4096354855045,4,"1",1
13.4995493541185,4,"1",1
13.3799258314538,4,"1",1
13.3941288987583,4,"1",1
13.4942675406103,4,"1",1
13.3655133058393,4,"1",1
13.560952642244,4,"1",1
13.4643778757214,4,"1",1
13.4432099583477,4,"1",1
13.4361288133391,4,"1",1
13.2321455339563,4,"1",1
13.4663194147233,4,"1",1
13.4598124067697,4,"1",1
13.4232962808951,4,"1",1
13.6473065048878,4,"1",1
13.2826651059873,4,"1",1
13.4998762235836,4,"2",1
13.5649525891797,4,"2",1
13.6392381796888,4,"2",1
13.6132981415027,4,"2",1
13.3933414250534,4,"2",1
13.7547089995208,4,"2",1
13.5650905807087,4,"2",1
13.6089700466856,4,"2",1
13.5008382265279,4,"2",1
13.5014856339995,4,"2",1
13.5573987056771,4,"2",1
13.5524667972645,4,"2",1
13.6766869111735,4,"2",1
13.5770507537016,4,"2",1
13.64469119108,4,"2",1
13.6030496679837,4,"2",1
13.8214331121447,4,"2",1
13.552891329168,4,"2",1
13.612248368514,4,"2",1
13.7264188338816,4,"2",1
13.6875685560647,4,"2",1
13.5026123637804,4,"2",1
12.008556941857,5,"1",0
11.8175038969637,5,"1",0
12.1195441393874,5,"1",0
11.8026922248757,5,"1",0
11.8483490049555,5,"1",0
12.0065292713145,5,"1",0
11.6632088450872,5,"1",0
11.868740593672,5,"1",0
11.9094620221815,5,"1",0
12.1654907554874,5,"1",0
11.9884416843669,5,"1",0
11.9742404874901,5,"1",0
12.0276043703979,5,"1",0
11.9848730900178,5,"1",0
11.9683566577781,5,"1",0
12.0865276021507,5,"1",0
12.0253829384913,5,"1",0
11.9604527729708,5,"1",0
11.9213244141506,5,"1",0
12.0825781441157,5,"1",0
11.983441246511,5,"1",0
12.0755119208875,5,"1",0
12.1888122431589,5,"2",0
12.2113725102559,5,"2",0
12.0878142697338,5,"2",0
12.0644229576334,5,"2",0
11.9993249806983,5,"2",0
12.1569360523096,5,"2",0
12.010546537026,5,"2",0
12.1670511566693,5,"2",0
12.1116493090402,5,"2",0
12.2108848605347,5,"2",0
11.9450855414393,5,"2",0
12.0614947863726,5,"2",0
12.1445098691378,5,"2",0
12.1560395921453,5,"2",0
12.3676320596948,5,"2",0
12.1749291166886,5,"2",0
12.217170946548,5,"2",0
12.2929841755651,5,"2",0
12.2753044787514,5,"2",0
12.1320087688105,5,"2",0
12.2025137683984,5,"2",0
12.0265116063068,5,"2",0
14.5068246712536,5,"1",1
14.5940619013335,5,"1",1
14.3463764116515,5,"1",1
14.3752892683824,5,"1",1
14.5192412988676,5,"1",1
14.5250893410925,5,"1",1
14.518674239415,5,"1",1
14.411420675743,5,"1",1
14.5215298756855,5,"1",1
14.2620790813951,5,"1",1
14.5350920561355,5,"1",1
14.5634923310917,5,"1",1
14.4938115198145,5,"1",1
14.3724519589302,5,"1",1
14.4640897033756,5,"1",1
14.6937578776035,5,"1",1
14.1507112346851,5,"1",1
14.6043494614126,5,"1",1
14.5625030138032,5,"1",1
14.3315108512536,5,"1",1
14.5863683809161,5,"1",1
14.4742683191899,5,"1",1
14.6587276345849,5,"2",1
14.6062864654048,5,"2",1
14.738920469918,5,"2",1
14.5659135282079,5,"2",1
14.5588036488962,5,"2",1
14.8177210633306,5,"2",1
14.7186090714567,5,"2",1
14.6308312551914,5,"2",1
14.8135811686843,5,"2",1
14.8053104090754,5,"2",1
14.7919475388946,5,"2",1
14.6208450041131,5,"2",1
14.6191373768994,5,"2",1
14.7593900085313,5,"2",1
14.6897959930268,5,"2",1
14.5930331420143,5,"2",1
14.6030927064403,5,"2",1
14.6077911878311,5,"2",1
14.6717145827131,5,"2",1
14.5693315553908,5,"2",1
14.469067856635,5,"2",1
14.734787432952,5,"2",1
12.9517237213325,6,"1",0
12.9504028597288,6,"1",0
12.9846001235766,6,"1",0
13.1613832568194,6,"1",0
13.0353305769923,6,"1",0
12.9661108867419,6,"1",0
12.8951858891012,6,"1",0
13.1045374413297,6,"1",0
13.0704648055769,6,"1",0
12.9572592243264,6,"1",0
12.9655594774092,6,"1",0
12.9124009588875,6,"1",0
13.0071943152042,6,"1",0
12.9018774282343,6,"1",0
12.8036449177568,6,"1",0
13.0145543494293,6,"1",0
12.9884553897284,6,"1",0
12.9935908516465,6,"1",0
12.9792317361904,6,"1",0
13.1432541806939,6,"1",0
12.9843019236694,6,"1",0
13.0507726979745,6,"1",0
13.0191110699558,6,"2",0
13.1194342052784,6,"2",0
13.2075735974316,6,"2",0
13.0790671763192,6,"2",0
13.1445705169237,6,"2",0
13.3337167304233,6,"2",0
13.1493067623148,6,"2",0
13.1340089196585,6,"2",0
13.2364029452587,6,"2",0
13.0824022234798,6,"2",0
13.1557933129239,6,"2",0
13.0743436773077,6,"2",0
13.2532880313087,6,"2",0
13.1188552266128,6,"2",0
13.2887785242126,6,"2",0
13.1975567968929,6,"2",0
13.3640502407668,6,"2",0
13.193299500833,6,"2",0
13.264440405229,6,"2",0
13.1806645784454,6,"2",0
13.1478135605855,6,"2",0
13.2152121571198,6,"2",0
15.4723549939927,6,"1",1
15.4673408069727,6,"1",1
15.5236402742787,6,"1",1
15.4207232904867,6,"1",1
15.358078650699,6,"1",1
15.6627229641754,6,"1",1
15.4721923704853,6,"1",1
15.5116173456722,6,"1",1
15.4914278931068,6,"1",1
15.462299062878,6,"1",1
15.5076064112011,6,"1",1
15.3346348134193,6,"1",1
15.5560261504019,6,"1",1
15.4455500137309,6,"1",1
15.5113531245123,6,"1",1
15.35457772464,6,"1",1
15.3339269164495,6,"1",1
15.4499807706539,6,"1",1
15.5426468141353,6,"1",1
15.6087496290948,6,"1",1
15.3855052317066,6,"1",1
15.5875308336103,6,"1",1
15.6472591853698,6,"2",1
15.7618399264821,6,"2",1
15.6942144501653,6,"2",1
15.6728217496314,6,"2",1
15.5877881194496,6,"2",1
15.5353579986923,6,"2",1
15.655897644496,6,"2",1
15.7168961481717,6,"2",1
15.6092734074977,6,"2",1
15.8122328047505,6,"2",1
15.6813641319628,6,"2",1
15.6272137262046,6,"2",1
15.5164597246352,6,"2",1
15.6211107704257,6,"2",1
15.6658612855284,6,"2",1
15.6358048826275,6,"2",1
15.663464048384,6,"2",1
15.7214338286883,6,"2",1
15.6352334054387,6,"2",1
15.5376766532687,6,"2",1
15.6458551087489,6,"2",1
15.8108742324129,6,"2",1
13.9907810093525,7,"1",0
14.0179260217122,7,"1",0
14.2562293377164,7,"1",0
13.9286140728858,7,"1",0
13.901539112323,7,"1",0
14.1814491721684,7,"1",0
14.0340240200102,7,"1",0
13.8634975469584,7,"1",0
14.0061775115437,7,"1",0
14.1619693346807,7,"1",0
13.9205258100174,7,"1",0
13.7788880371477,7,"1",0
14.0060190052945,7,"1",0
14.0197594022059,7,"1",0
13.8996368360181,7,"1",0
13.9494201398296,7,"1",0
14.0981104171231,7,"1",0
13.8466267061274,7,"1",0
14.0807489295877,7,"1",0
13.9041700760595,7,"1",0
13.9201236435612,7,"1",0
14.2257510388722,7,"1",0
14.1714208038228,7,"2",0
14.4259770172647,7,"2",0
14.2335359897126,7,"2",0
14.1807714598082,7,"2",0
14.1829141506683,7,"2",0
14.2100946206509,7,"2",0
14.2097266353113,7,"2",0
14.1487929191878,7,"2",0
14.0511068018148,7,"2",0
14.3313020629966,7,"2",0
14.0992023927028,7,"2",0
14.1660973122162,7,"2",0
14.1741542691262,7,"2",0
14.2387349369994,7,"2",0
14.1604372473739,7,"2",0
14.2983068905733,7,"2",0
14.3141078403715,7,"2",0
14.2024928450608,7,"2",0
14.1530244553592,7,"2",0
14.1723443115899,7,"2",0
14.1814553939302,7,"2",0
14.3049644571352,7,"2",0
16.6010023160352,7,"1",1
16.9475165374082,7,"1",1
16.8772352992358,7,"1",1
16.5945304962853,7,"1",1
16.7491789535885,7,"1",1
16.7176862479978,7,"1",1
16.7468840170382,7,"1",1
16.9143368044594,7,"1",1
16.6700791320358,7,"1",1
16.6633376230368,7,"1",1
16.8068646789231,7,"1",1
17.0207602742927,7,"1",1
16.8446219802518,7,"1",1
16.7724913606877,7,"1",1
16.594025225951,7,"1",1
16.7589681574415,7,"1",1
16.7768686932998,7,"1",1
16.6542219353132,7,"1",1
16.8336899973642,7,"1",1
16.8213500056408,7,"1",1
16.8095523263961,7,"1",1
16.7234897116973,7,"1",1
17.0808383096522,7,"2",1
16.9183948062219,7,"2",1
16.8398124615045,7,"2",1
16.9488965648711,7,"2",1
17.0295618652335,7,"2",1
16.9770722914895,7,"2",1
16.9149841731712,7,"2",1
16.7821230282051,7,"2",1
16.846382564845,7,"2",1
16.9905414227975,7,"2",1
16.7213903809809,7,"2",1
16.8181480986705,7,"2",1
16.7947985288226,7,"2",1
16.8391718237397,7,"2",1
17.0197431453216,7,"2",1
16.8702471504361,7,"2",1
17.0553504290122,7,"2",1
17.1055679521594,7,"2",1
16.9902054564933,7,"2",1
16.9619872040569,7,"2",1
16.9364563432299,7,"2",1
17.0120525480627,7,"2",1
