photo_id,owner,URL,latitude,longitude,accuracy,site,year,datetaken_doy,date,month,daymet_sdd,daymet_dl,daymet_spring_t,gs_start,gs_end,gap_lc_code,elev_m,is_useful_pheno,has_flower,note
27117412381,10125849@N00,http://flickr.com/photos/10125849@N00/27117412381,44.91765,-110.3197,14,NorthYellowstone,2016,135,5/14/16,5,117,52877,12.50980392,133,286,184,1887.89,Y,N,
21729150185,101264432@N04,http://flickr.com/photos/101264432@N04/21729150185,44.79091,-110.4341,14,NorthYellowstone,2015,154,6/3/15,6,201,54605,6.911764706,131,276,502,2975.38,N,N,
21729154645,101264432@N04,http://flickr.com/photos/101264432@N04/21729154645,44.79091,-110.4341,14,NorthYellowstone,2015,154,6/3/15,6,201,54605,6.911764706,131,276,502,2975.38,N,N,
9874730236,101575260@N03,http://flickr.com/photos/101575260@N03/9874730236,39.83517,-105.6797,16,RockyMountainPark,2012,161,6/9/12,6,174,53222,7.140522876,145,279,439,3429.55,N,N,
9875141486,101575260@N03,http://flickr.com/photos/101575260@N03/9875141486,39.705,-105.8912,16,GraysPeak,2012,172,6/20/12,6,193,53222,7.816993464,149,280,503,3364.28,Y,Y,
7934549224,10176784@N02,http://flickr.com/photos/10176784@N02/7934549224,32.00866,-109.3136,16,ChiricahuaMountains,2012,84,3/24/12,3,83,43546,21.11764706,106,316,47,2069.15,Y,N,
14462559818,102050913@N05,http://flickr.com/photos/102050913@N05/14462559818,48.78128,-121.8628,16,MountBaker,2014,194,7/13/14,7,210,56333,2.77124183,130,296,554,2126.41,Y,N,
15660942991,10245471@N08,http://flickr.com/photos/10245471@N08/15660942991,48.61743,-113.8792,16,GlacierNationalPark,2014,248,9/5/14,9,98,46656,10.30065359,132,276,140,965.8,N,N,
20248631810,102489633@N07,http://flickr.com/photos/102489633@N07/20248631810,46.8032,-121.7292,16,MountRainier,2015,212,7/31/15,7,230,52877,7.820261438,126,306,308,2079.57,Y,N,
5182718071,10266230@N03,http://flickr.com/photos/10266230@N03/5182718071,38.86485,-105.0688,16,PikesPeak,2010,178,6/27/10,6,214,52877,3.699346405,189,232,549,3919.32,N,N,
7631043878,10271343@N00,http://flickr.com/photos/10271343@N00/7631043878,32.00787,-109.3119,16,ChiricahuaMountains,2012,190,7/8/12,7,83,50458,21.11764706,106,316,47,2095.87,Y,N,
5972750484,10274904@N05,http://flickr.com/photos/10274904@N05/5972750484,46.76389,-121.6958,16,MountRainier,2011,199,7/18/11,7,140,54605,6.176470588,121,308,582,1317.09,Y,Y,
3459205971,10279257@N08,http://flickr.com/photos/10279257@N08/3459205971,36.27895,-115.6553,14,SpringMountains,2009,101,4/11/09,4,133,45965,10.68300654,115,274,155,2576.49,N,N,
3464155246,10279257@N08,http://flickr.com/photos/10279257@N08/3464155246,36.27895,-115.6553,14,SpringMountains,2009,101,4/11/09,4,133,45965,10.68300654,115,274,155,2576.49,N,N,
9586260019,10302756@N05,http://flickr.com/photos/10302756@N05/9586260019,40.464,-121.5248,16,LassenPeak,2013,235,8/23/13,8,151,47693,10.00653595,171,264,583,2381.2,Y,N,
9589052394,10302756@N05,http://flickr.com/photos/10302756@N05/9589052394,40.46733,-121.518,16,LassenPeak,2013,235,8/23/13,8,151,47693,10.00653595,171,264,584,2469.63,N,N,
26865116730,103243026@N05,http://flickr.com/photos/103243026@N05/26865116730,48.01285,-123.3713,16,OlympicMountains,2016,141,5/20/16,5,0,54605,12.33333333,4,340,583,792.76,Y,Y,
10180210583,103360097@N03,http://flickr.com/photos/103360097@N03/10180210583,37.91751,-107.6176,16,SanJuanMountains,2013,248,9/5/13,9,274,45619,4.035947712,141,265,549,3933.64,Y,N,
14870067204,103664289@N03,http://flickr.com/photos/103664289@N03/14870067204,40.45984,-121.5067,16,LassenPeak,2014,211,7/30/14,7,210,51149,8.846405229,168,289,550,2553.4,Y,Y,
24970388013,103837614@N02,http://flickr.com/photos/103837614@N02/24970388013,35.19574,-106.4343,16,SandiaMountains,2016,66,3/6/16,3,130,41126,10.79738562,140,268,148,3110.53,Y,N,
3846756447,10406180@N07,http://flickr.com/photos/10406180@N07/3846756447,44.91406,-110.4121,16,NorthYellowstone,2009,218,8/6/09,8,139,51494,10.04901961,141,275,491,1914.78,N,N,
3847120001,10406180@N07,http://flickr.com/photos/10406180@N07/3847120001,48.69426,-113.7249,15,GlacierNationalPark,2009,221,8/9/09,8,257,52186,5.715686275,158,278,313,2075.15,N,N,
7880335266,10447270@N00,http://flickr.com/photos/10447270@N00/7880335266,37.37218,-118.1841,16,WhiteMountains,2012,220,8/7/12,8,133,49421,9.431372549,157,285,491,3015.52,N,N,
16872070174,10501985@N03,http://flickr.com/photos/10501985@N03/16872070174,44.4311,-121.8805,16,TheSisters,2014,361,12/27/14,12,91,31104,10.54248366,90,315,581,1302.82,Y,N,
3545325730,10512161@N00,http://flickr.com/photos/10512161@N00/3545325730,37.72528,-119.5316,14,Yosemite,2009,115,4/25/09,4,124,48038,14.48039216,115,278,550,1819.07,N,N,
25565986074,105315824@N04,http://flickr.com/photos/105315824@N04/25565986074,43.5973,-110.8713,16,GrandTetons,2016,78,3/18/16,3,260,42509,7.764705882,143,279,503,3183.98,Y,N,
17685749593,105592384@N07,http://flickr.com/photos/105592384@N07/17685749593,48.70811,-120.9782,16,NorthCascades,2015,138,5/18/15,5,0,54605,15.49673203,63,324,136,552.1,Y,N,
24275055902,105669924@N02,http://flickr.com/photos/105669924@N02/24275055902,34.25013,-117.6354,16,SanGabrielMountains,2016,14,1/14/16,1,40,35597,18.65359477,89,351,582,1525.96,Y,N,
5057706332,10597777@N03,http://flickr.com/photos/10597777@N03/5057706332,37.21277,-118.6118,15,KettleRidge,2010,279,10/6/10,10,265,40781,9.336601307,149,299,278,2766.69,Y,N,
20651675803,10636217@N02,http://flickr.com/photos/10636217@N02/20651675803,42.935092,-122.151918,16,CraterLake,2014,257,9/14/14,9,118,44237,8.790849673,149,315,174,1901.24,Y,N,
9280819018,10650558@N07,http://flickr.com/photos/10650558@N07/9280819018,44.79747,-110.4339,16,NorthYellowstone,2013,194,7/13/13,7,224,54605,4.539215686,155,268,502,3125.71,N,N,
5511106875,10667601@N06,http://flickr.com/photos/10667601@N06/5511106875,35.20973,-106.4491,16,SandiaMountains,2011,68,3/9/11,3,69,41472,16.30392157,100,281,315,3246.56,N,N,
3828345602,10691751@N02,http://flickr.com/photos/10691751@N02/3828345602,44.26059,-121.8015,16,TheSisters,2009,228,8/16/09,8,177,49766,9.545751634,133,279,533,1630.19,N,N,
10570400096,106966173@N05,http://flickr.com/photos/106966173@N05/10570400096,46.81346,-121.7247,16,MountRainier,2013,293,10/20/13,10,274,37325,2.852941176,162,272,554,2317.69,Y,N,
15013709458,10725258@N00,http://flickr.com/photos/10725258@N00/15013709458,38.87648,-105.1053,16,PikesPeak,2014,184,7/3/14,7,173,52877,7.983660131,135,275,315,3159.47,Y,Y,
8182629980,10725258@N00,http://flickr.com/photos/10725258@N00/8182629980,39.02172,-114.3164,14,GreatBasinNationalPark,2012,318,11/13/12,11,188,35597,6.617647059,162,297,549,3416.53,Y,N,
9876323906,10725258@N00,http://flickr.com/photos/10725258@N00/9876323906,43.98265,-114.8897,16,SawtoothRange,2013,169,6/18/13,6,164,54950,10.46405229,144,262,151,2155.63,Y,Y,
10785949483,107532775@N04,http://flickr.com/photos/107532775@N04/10785949483,43.76445,-110.8167,16,GrandTetons,2013,198,7/17/13,7,195,53568,7.506535948,123,276,137,2394.52,N,N,
10663848615,107598174@N02,http://flickr.com/photos/107598174@N02/10663848615,36.26039,-115.6441,16,SpringMountains,2013,285,10/12/13,10,45,40090,15.15359477,108,302,183,2281.92,N,N,
10664049595,107598174@N02,http://flickr.com/photos/107598174@N02/10664049595,36.26549,-115.6224,16,SpringMountains,2013,285,10/12/13,10,45,40090,16.21895425,108,302,183,2256.99,Y,N,
10664282643,107598174@N02,http://flickr.com/photos/107598174@N02/10664282643,36.26549,-115.6224,16,SpringMountains,2013,285,10/12/13,10,45,40090,16.21895425,108,302,183,2256.99,Y,N,
10665966845,107598174@N02,http://flickr.com/photos/107598174@N02/10665966845,36.26549,-115.6224,16,SpringMountains,2013,285,10/12/13,10,45,40090,16.21895425,108,302,183,2256.99,N,N,
10665984116,107598174@N02,http://flickr.com/photos/107598174@N02/10665984116,36.26549,-115.6224,16,SpringMountains,2013,285,10/12/13,10,45,40090,16.21895425,108,302,183,2256.99,Y,N,
14959749312,10766022@N00,http://flickr.com/photos/10766022@N00/14959749312,37.69902,-107.7773,16,SanJuanMountains,2014,230,8/18/14,8,219,48038,8.565359477,135,275,581,3240.1,Y,Y,
6173796733,10813709@N05,http://flickr.com/photos/10813709@N05/6173796733,40.44525,-115.4628,14,RubyMountains,2011,262,9/19/11,9,191,43546,4.888888889,154,278,491,2718.71,Y,N,
15394710700,10836653@N05,http://flickr.com/photos/10836653@N05/15394710700,35.3835,-111.6734,16,HumphreysPeak,2014,286,10/13/14,10,100,40090,12.65686275,144,275,155,2621.54,Y,N,
1.54E+10,10836653@N05,http://flickr.com/photos/10836653@N05/1.5395e+10,35.3685,-111.6735,16,HumphreysPeak,2014,286,10/13/14,10,138,40090,10.65686275,144,272,151,2910.59,NA,NA,broken link
15556906076,10836653@N05,http://flickr.com/photos/10836653@N05/15556906076,35.36483,-111.6742,16,HumphreysPeak,2014,286,10/13/14,10,182,40090,7.810457516,170,272,151,2992.94,N,N,
15577806251,10836653@N05,http://flickr.com/photos/10836653@N05/15577806251,35.37304,-111.6529,16,HumphreysPeak,2014,286,10/13/14,10,137,40090,10.94444444,144,272,148,2903.05,Y,N,
3593028723,10836653@N05,http://flickr.com/photos/10836653@N05/3593028723,35.35894,-111.6183,16,HumphreysPeak,2009,151,5/31/09,5,145,51149,12.14052288,120,274,315,2606.69,N,N,
4734423270,10836653@N05,http://flickr.com/photos/10836653@N05/4734423270,35.27517,-111.6414,16,HumphreysPeak,2010,176,6/25/10,6,161,51840,12.63071895,145,300,155,2533.42,N,N,
6231360297,10836653@N05,http://flickr.com/photos/10836653@N05/6231360297,35.3837,-111.6971,16,HumphreysPeak,2011,281,10/8/11,10,146,40781,12.05882353,151,280,581,2578.77,Y,N,
6231364909,10836653@N05,http://flickr.com/photos/10836653@N05/6231364909,35.38307,-111.7111,16,HumphreysPeak,2011,281,10/8/11,10,151,40781,11.83006536,151,280,581,2554.46,N,N,
3667966763,10845359@N02,http://flickr.com/photos/10845359@N02/3667966763,33.81472,-116.6794,16,SanJacintoMountains,2009,178,6/27/09,6,239,51149,8.12745098,220,257,539,3296.54,N,N,
3668149129,10845359@N02,http://flickr.com/photos/10845359@N02/3668149129,33.81472,-116.6794,16,SanJacintoMountains,2009,178,6/27/09,6,239,51149,8.12745098,220,257,539,3296.54,N,N,
6327290314,10879384@N00,http://flickr.com/photos/10879384@N00/6327290314,37.356,-118.1868,16,WhiteMountains,2011,302,10/29/11,10,155,37670,8.5,150,279,489,2833.27,Y,N,
10971184946,109147906@N07,http://flickr.com/photos/109147906@N07/10971184946,38.93483,-120.1012,16,LakeTahoe,2012,148,5/27/12,5,126,52186,12.18954248,118,300,489,2064.72,Y,N,
9571519529,10962249@N06,http://flickr.com/photos/10962249@N06/9571519529,31.91465,-109.151,14,ChiricahuaMountains,2013,231,8/19/13,8,61,47002,25.03594771,60,329,581,1477.37,Y,N,
11199927506,110512054@N05,http://flickr.com/photos/110512054@N05/11199927506,44.79751,-110.4341,16,NorthYellowstone,2013,176,6/25/13,6,224,55296,4.539215686,155,268,502,3122.56,Y,N,
6826858085,11060230@N03,http://flickr.com/photos/11060230@N03/6826858085,44.95907,-110.4938,16,NorthYellowstone,2012,36,2/5/12,2,151,34906,10.55555556,128,278,581,2062.82,Y,N,
5511764008,11109910@N00,http://flickr.com/photos/11109910@N00/5511764008,35.19631,-106.4341,16,SandiaMountains,2010,278,10/5/10,10,123,41126,13.24183007,123,299,316,3136.38,Y,N,
9236476516,11119456@N02,http://flickr.com/photos/11119456@N02/9236476516,41.31787,-122.5004,16,MountEddy,2013,187,7/6/13,7,24,53568,20.17647059,82,338,161,2260.64,N,N,
5075409078,11122699@N05,http://flickr.com/photos/11122699@N05/5075409078,48.69982,-113.725,16,GlacierNationalPark,2010,250,9/7/10,9,214,46310,6.575163399,143,289,147,1986.5,N,N,
4807416727,11165854@N06,http://flickr.com/photos/11165854@N06/4807416727,40.30685,-105.5421,16,RockyMountainPark,2010,198,7/17/10,7,167,52531,8.467320261,134,298,158,2727.12,Y,N,
29079734292,11179932@N06,http://flickr.com/photos/11179932@N06/29079734292,48.75323,-121.8368,16,MountBaker,2016,234,8/21/16,8,274,49421,3.980392157,171,284,554,2210.2,Y,N,
21534254953,112153425@N04,http://flickr.com/photos/112153425@N04/21534254953,43.76329,-110.7095,16,GrandTetons,2015,277,10/4/15,10,158,40781,12.0620915,131,301,491,2086.28,N,N,
10683099214,11227239@N05,http://flickr.com/photos/11227239@N05/10683099214,41.25293,-122.5117,16,MountEddy,2012,307,11/2/12,11,0,36288,16.14379085,97,314,164,2111.92,N,N,
10692822896,11227239@N05,http://flickr.com/photos/11227239@N05/10692822896,41.26553,-122.5053,16,MountEddy,2012,307,11/2/12,11,0,36288,16.16666667,97,314,162,2126.8,Y,N,
14781060269,11227239@N05,http://flickr.com/photos/11227239@N05/14781060269,32.4106,-110.7143,16,SantaCatalinaMountains,2014,222,8/10/14,8,2,48038,19.4379085,93,348,581,2422.01,N,N,
14826875010,11227239@N05,http://flickr.com/photos/11227239@N05/14826875010,41.04728,-123.0793,16,TrinityAlps,2014,187,7/6/14,7,0,53568,15.90196078,91,359,162,1440.77,N,N,
14826910508,11227239@N05,http://flickr.com/photos/11227239@N05/14826910508,41.03906,-123.0609,16,TrinityAlps,2014,187,7/6/14,7,0,53568,14.92156863,116,358,162,1693.87,Y,Y,
14826913608,11227239@N05,http://flickr.com/photos/11227239@N05/14826913608,41.03899,-123.0609,16,TrinityAlps,2014,187,7/6/14,7,0,53568,14.92156863,116,358,162,1693.87,Y,Y,
14827026517,11227239@N05,http://flickr.com/photos/11227239@N05/14827026517,41.00065,-123.048,16,TrinityAlps,2014,186,7/5/14,7,117,53568,12.05882353,130,298,530,2685.49,N,N,
14827034717,11227239@N05,http://flickr.com/photos/11227239@N05/14827034717,41.00708,-123.0557,16,TrinityAlps,2014,186,7/5/14,7,98,53568,12.42810458,130,298,530,2319.17,Y,Y,
14827805628,11227239@N05,http://flickr.com/photos/11227239@N05/14827805628,41.3433,-122.538,16,MountEddy,2014,228,8/16/14,8,0,49075,19.74836601,36,321,299,2091.34,Y,Y,
14830946158,11227239@N05,http://flickr.com/photos/11227239@N05/14830946158,32.41285,-110.7126,16,SantaCatalinaMountains,2014,222,8/10/14,8,2,48038,19.4379085,93,348,47,2484.57,Y,Y,
14990541096,11227239@N05,http://flickr.com/photos/11227239@N05/14990541096,41.01257,-123.0488,16,TrinityAlps,2014,186,7/5/14,7,97,53568,12.53594771,130,298,175,2167.66,Y,Y,
30122110546,11227239@N05,http://flickr.com/photos/11227239@N05/30122110546,36.41099,-118.5914,16,Sequoia,2016,268,9/24/16,9,271,42509,7.954248366,168,257,550,2923.02,N,N,
4908182764,11227239@N05,http://flickr.com/photos/11227239@N05/4908182764,41.32577,-106.3754,16,MedicineBow,2010,225,8/13/10,8,274,49421,5.294117647,150,298,583,3049.65,Y,Y,
15358605836,11301059@N02,http://flickr.com/photos/11301059@N02/15358605836,38.69591,-119.9847,15,LakeTahoe,2014,270,9/27/14,9,132,42163,9.725490196,131,300,583,2563.66,Y,N,
28198165524,113021008@N06,http://flickr.com/photos/113021008@N06/28198165524,35.80274,-105.8028,16,LakePeak,2016,38,2/7/16,2,131,37670,9.833333333,123,322,155,3306.39,Y,N,
28783916606,113021008@N06,http://flickr.com/photos/113021008@N06/28783916606,35.80364,-105.7955,16,LakePeak,2016,38,2/7/16,2,145,37670,8.555555556,123,322,155,3369.31,Y,N,
12021190416,113124543@N07,http://flickr.com/photos/113124543@N07/12021190416,39.66361,-105.8791,16,GraysPeak,2009,90,3/31/09,3,270,44582,4.725490196,129,264,549,3655.81,Y,N,
5109831455,11325185@N02,http://flickr.com/photos/11325185@N02/5109831455,48.662,-113.7851,16,GlacierNationalPark,2010,257,9/14/10,9,121,44582,10.2254902,130,289,151,1450.15,Y,N,
19326393109,11349439@N04,http://flickr.com/photos/11349439@N04/19326393109,46.86361,-121.6592,16,MountRainier,2015,188,7/7/15,7,228,55987,7.696078431,126,305,147,1822.11,Y,Y,
19359382326,11349439@N04,http://flickr.com/photos/11349439@N04/19359382326,48.46772,-121.059,16,NorthCascades,2015,183,7/2/15,7,127,57024,8.964052288,125,307,177,1647,Y,Y,
19271310093,113589225@N07,http://flickr.com/photos/113589225@N07/19271310093,39.00357,-114.3177,14,GreatBasinNationalPark,2015,179,6/28/15,6,152,52877,6.937908497,138,302,151,3181.53,Y,N,
15381275240,114207168@N03,http://flickr.com/photos/114207168@N03/15381275240,37.99631,-107.6991,16,SanJuanMountains,2014,281,10/8/14,10,187,40435,11.16013072,135,275,152,2667.65,Y,N,
15511076062,114207168@N03,http://flickr.com/photos/114207168@N03/15511076062,37.98357,-107.7114,16,SanJuanMountains,2014,281,10/8/14,10,228,40435,8.980392157,135,275,145,2823.6,Y,N,
15543174306,114207168@N03,http://flickr.com/photos/114207168@N03/15543174306,37.98855,-107.6492,16,SanJuanMountains,2014,281,10/8/14,10,207,40435,10.22875817,135,275,583,2705.55,Y,N,
25430953190,114350753@N04,http://flickr.com/photos/114350753@N04/25430953190,48.50901,-120.7595,16,NorthCascades,2015,151,5/31/15,5,141,56333,8.702614379,126,307,430,1797.7,Y,N,
18660544248,11469034@N00,http://flickr.com/photos/11469034@N00/18660544248,48.63516,-121.1404,15,NorthCascades,2015,164,6/13/15,6,229,57024,5.869281046,126,258,308,2464.16,N,N,
22624691842,11469034@N00,http://flickr.com/photos/11469034@N00/22624691842,48.75896,-120.928,14,NorthCascades,2015,249,9/6/15,9,164,46310,7.89869281,126,307,440,1978.37,N,N,
23134030120,11469034@N00,http://flickr.com/photos/11469034@N00/23134030120,46.96212,-121.458,16,MountRainier,2015,330,11/26/15,11,149,31450,8.362745098,126,307,581,2023.58,Y,N,
26037405290,11469034@N00,http://flickr.com/photos/11469034@N00/26037405290,48.9303,-121.7986,15,MountBaker,2016,98,4/7/16,4,28,47002,9.27124183,77,336,178,1413.7,Y,N,
5843980537,11469034@N00,http://flickr.com/photos/11469034@N00/5843980537,46.83561,-121.7325,15,MountRainier,2011,168,6/17/11,6,274,56333,-5.218954248,218,221,551,3069.44,Y,N,
6933204800,11469034@N00,http://flickr.com/photos/11469034@N00/6933204800,48.69664,-121.2533,16,NorthCascades,2012,105,4/14/12,4,140,48384,7.741830065,96,314,167,1206.12,Y,N,
9533664759,11469034@N00,http://flickr.com/photos/11469034@N00/9533664759,48.53744,-121.1348,14,NorthCascades,2013,229,8/17/13,8,274,50458,2.41503268,163,261,308,2679.21,Y,N,
21085242398,11496947@N00,http://flickr.com/photos/11496947@N00/21085242398,48.65605,-113.8403,16,GlacierNationalPark,2015,208,7/27/15,7,77,54259,14.50980392,110,297,140,1010.77,N,N,
14963143841,115115181@N02,http://flickr.com/photos/115115181@N02/14963143841,48.47517,-121.0625,14,NorthCascades,2014,229,8/17/14,8,146,50458,6.696078431,108,314,178,1626.93,Y,Y,
3569994196,11514824@N00,http://flickr.com/photos/11514824@N00/3569994196,37.8555,-119.5555,16,Yosemite,2009,109,4/19/09,4,185,47347,10.28431373,119,272,179,2628.11,Y,N,
18731290696,11553751@N08,http://flickr.com/photos/11553751@N08/18731290696,36.58135,-118.7514,16,Sequoia,2015,161,6/10/15,6,103,52186,14.69607843,128,308,163,2099.43,Y,N,
4774665574,11563230@N04,http://flickr.com/photos/11563230@N04/4774665574,40.91202,-123.0228,14,TrinityAlps,2010,184,7/3/10,7,0,53568,13.80392157,95,327,162,1132.46,Y,Y,
4945504128,11563230@N04,http://flickr.com/photos/11563230@N04/4945504128,40.94647,-122.9011,15,TrinityAlps,2010,233,8/21/10,8,149,48038,8.875816993,148,297,530,2463.01,N,N,
6091428203,11563230@N04,http://flickr.com/photos/11563230@N04/6091428203,44.85482,-115.9658,15,BrundageMountain,2011,239,8/27/11,8,219,47693,6.303921569,148,297,151,2142.33,N,N,
6091432773,11563230@N04,http://flickr.com/photos/11563230@N04/6091432773,44.84443,-115.9554,16,BrundageMountain,2011,239,8/27/11,8,239,47693,5.68627451,148,297,152,2434.84,Y,Y,
6091978674,11563230@N04,http://flickr.com/photos/11563230@N04/6091978674,44.86799,-115.9309,15,BrundageMountain,2011,239,8/27/11,8,219,47693,6.22875817,148,297,151,2143.61,N,N,
6091979860,11563230@N04,http://flickr.com/photos/11563230@N04/6091979860,44.86698,-115.9363,16,BrundageMountain,2011,239,8/27/11,8,224,47693,5.931372549,148,297,152,2129.12,Y,Y,
29851016214,115651745@N07,http://flickr.com/photos/115651745@N07/29851016214,33.80401,-116.6453,16,SanJacintoMountains,2016,295,10/21/16,10,183,39398,12.40849673,147,258,162,2674.3,N,N,
12323692135,11569205@N08,http://flickr.com/photos/11569205@N08/12323692135,35.21201,-106.4669,16,SandiaMountains,2013,305,11/1/13,11,69,37670,16.89215686,123,278,156,2483.38,Y,N,
12331491293,11569205@N08,http://flickr.com/photos/11569205@N08/12331491293,35.20621,-106.4532,16,SandiaMountains,2013,305,11/1/13,11,71,37670,14.80718954,123,278,156,2815.97,N,N,
1.24E+10,11569205@N08,http://flickr.com/photos/11569205@N08/1.241e+10,35.19549,-106.4424,16,SandiaMountains,2013,312,11/8/13,11,70,36979,15.62091503,123,278,155,2676.57,NA,NA,broken link
12410465674,11569205@N08,http://flickr.com/photos/11569205@N08/12410465674,35.19553,-106.4424,16,SandiaMountains,2013,312,11/8/13,11,70,36979,15.62091503,123,278,155,2676.57,N,N,
12438286054,11569205@N08,http://flickr.com/photos/11569205@N08/12438286054,35.1932,-106.4423,16,SandiaMountains,2013,312,11/8/13,11,70,36979,15.62091503,123,278,158,2596.6,N,N,
25421456436,11569205@N08,http://flickr.com/photos/11569205@N08/25421456436,37.9254,-107.7704,16,SanJuanMountains,2015,155,6/4/15,6,203,52186,10.20915033,144,297,439,2889.09,Y,N,
26089438084,11569205@N08,http://flickr.com/photos/11569205@N08/26089438084,32.00471,-109.3265,16,ChiricahuaMountains,2015,167,6/16/15,6,9,50803,20.15359477,64,315,48,1919.09,N,N,
25391351853,115850656@N06,http://flickr.com/photos/115850656@N06/25391351853,39.1499,-106.8958,16,CrestedButte,2015,176,6/25/15,6,170,53222,11.80718954,109,297,148,2693.95,Y,Y,
7922311410,11628881@N00,http://flickr.com/photos/11628881@N00/7922311410,37.10643,-118.9875,15,KettleRidge,2012,245,9/1/12,9,210,45965,12.09150327,157,296,175,2572.81,N,N,
21800646272,11637535@N05,http://flickr.com/photos/11637535@N05/21800646272,37.2311,-118.6137,15,KettleRidge,2015,269,9/26/15,9,73,42509,13.14052288,138,306,266,2824.62,Y,N,
16549896821,116488457@N08,http://flickr.com/photos/116488457@N08/16549896821,48.93485,-121.7902,16,MountBaker,2014,213,8/1/14,8,112,53568,5.60130719,90,314,178,1736.33,Y,Y,
24600549669,116488457@N08,http://flickr.com/photos/116488457@N08/24600549669,47.50575,-123.2891,16,OlympicMountains,2015,1,1/1/15,1,4,30067,12.71568627,105,320,171,1309.82,Y,N,
